title,keywords,publisher,users,price,author,ing,genre,viewCount,score,uploaded,reviewCount,date,free_info
뱀이 먹이를 삼키는 방법 [BL][19세 완전판],#현대물#피폐물#계약관계#연예계물#오해물#강공#계략공#후회공#상처공#외유내강수#서브공있음#서브수있음,북팔,19세이용가,100원/회차 당,jooki,완결,BL,3.9만,10.0,전체 127,전체 6,23.08.09,3장
아이를 품고 튀어라 [19세 완전판],#현대물#오메가버스#조직/암흑가#오해물#달달물#일상물#쌍방삽질#재벌공#다정공#상처공#절륜공#미남공#집착공#순진수#짝사랑수,필연매니지먼트,19세이용가,100원/회차 당,유유유,완결,BL,14.8만,9.9,전체 102,전체 87,23.08.09,5장
협상 결렬,#라이벌/앙숙#사내연애#원나잇#직진남#순정남#조신남#뇌섹녀#직진녀#걸크러쉬#외유내강#달달물#힐링물,북팔,15세이용가,100원/회차 당,이성과감성,완결,로맨스,"1,895",10.0,전체 31,전체 0,23.08.09,5장
[BL] 더블 다운 (Double Down) [19세 완전판],#현대물#연예계물#오해물#착각물#동거물#첫사랑#까칠공#상처공#집착공#연하공#미인공#능력수#다정수#무심수#계약관계,BLYNUE블리뉴,19세이용가,100원/회차 당,공연희,완결,BL,2.7만,10.0,전체 94,전체 11,23.08.09,3장
[BL] 그 괴도는 새벽을 훔친다 [19세 완전판],#판타지물#서양풍#재회물#복수물#첫사랑#절륜공#무심공#미남공#헌신공#강공#능력수#다정수#명랑수#계략수#우월수,BLYNUE블리뉴,19세이용가,100원/회차 당,강여로,완결,BL,"3,117",10.0,전체 186,전체 0,23.08.09,3장
여주인공의 세계에서 벗어나는 법,#로맨스판타지#영혼체인지#빙의물#역하렘#신분차이#능력남#후회남#능력녀#상처녀#성장물,누온미디어,전체이용가,100원/회차 당,허니허리,완결,로판,"8,345",10.0,전체 138,전체 1,23.08.09,3장
나를 죽이지 말아요,#오해물#소유욕/독점욕#능력남#집착남#계략남#능력녀#철벽녀,코핀커뮤니케이션즈,전체이용가,100원/회차 당,스크류뿅뿅,완결,로판,"4,059",10.0,전체 107,전체 2,23.08.09,3장
"사랑, 그 하찮은 마음",#가상시대물#동양풍#왕족/귀족#동거물#애잔물#절륜남#상처남#다정녀#상처녀#외유내강,텐북,15세이용가,100원/회차 당,은지필,완결,로맨스,2.1만,10.0,전체 129,전체 4,23.08.08,3장
닥터 레이디 아델리아,#로맨스판타지#빙의물#전문직물#츤데레남#왕족/귀족#다정남#능력녀#다정녀#치유물#힐링물#짝사랑남#집착남,디앤씨미디어,전체이용가,100원/회차 당,도하민,화~금 연재,로판,15.1만,10.0,전체 200,전체 258,23.08.08,6장
검은 짐승을 길들이려면,#로맨스판타지#몸정>맘정#왕족/귀족#소유욕/독점욕#까칠남#오만남#유혹남#절륜남#존댓말남#집착남#다정녀#순진녀#외유내강#권선징악,다설,15세이용가,100원/회차 당,라닐슨생,완결,로판,"1,917",8.5,전체 125,전체 0,23.08.08,4장
