title,keywords,publisher,users,price,author,ing,genre,viewCount,score,uploaded,reviewCount,date,free_info
공략 천재의 탈옥 플랜,#차원이동#탑등반#천재#노력#성장#고인물#용사,레드독퍼블리싱그룹,전체이용가,100원/회차 당,망고귀신,완결,판타지,"5,224",6.7,전체 300,전체 2,23.01.02,25장
조선 왕자가 천하를 요리하는 법,#대체역사#회귀#먹방/요리,원스토어북스,전체이용가,100원/회차 당,쌍매당,완결,판타지,12.2만,9.9,전체 185,전체 72,23.01.02,25장
봉춘,#회귀물#가상시대물#복수물#능력녀,청야,전체이용가,100원/회차 당,겨울버들잎,완결,로맨스,24.6만,10.0,전체 305,전체 59,23.01.02,15장
얼굴 천재 배우님,#배우,원스토어북스,전체이용가,100원/회차 당,빌리언맨,완결,현판,12만,10.0,전체 200,전체 81,23.01.02,25장
퓨쳐나이트,#차원이동#전쟁#AI#성장#마검사#군인#생존#아티팩트,디앤씨미디어,전체이용가,100원/회차 당,영웅객사,완결,판타지,1.4만,9.9,전체 150,전체 36,23.01.01,25장
윈터 심포니,#현대로맨스#신데렐라#재벌남#카리스마남#차도남#능력남#존댓말남#직진남#다정녀#상처녀#달달물#로맨틱코미디#잔잔물,가하,15세이용가,100원/회차 당,최수현,완결,로맨스,829.3만,9.9,전체 106,"전체 6,375",22.12.31,0장
수인 아카데미,#로맨스판타지#성장물#학원물#수인물#까칠남#능글남#존댓말남#로맨틱코미디#개그물,에이템포미디어,전체이용가,100원/회차 당,야식먹는중,완결,로판,"1,327만",9.9,전체 200,전체 2.1만,23.03.01,0장
[BL] 그 시종이 평온하게 사는 법,#BL#오해물#착각물#환생물#첫사랑#삼각관계#신분차이#달달물#다정공#미남공#능글공#순정공,제이플미디어,15세이용가,100원/회차 당,펜쇼,완결,BL,60.3만,9.6,전체 83,전체 632,22.12.31,0장
시한부 플레이어의 천재적 공략법,#차원이동#귀환#깽판#성좌#먼치킨#시스템#영웅/신화#천재#성장#아티팩트#이능력#만능,엠스토리허브,전체이용가,100원/회차 당,스토리더,완결,판타지,17.5만,9.5,전체 207,전체 55,22.12.30,20장
괴물왕 바츠,#게임#복수#깽판#시스템#성장,넥스트레벨스튜디오,전체이용가,100원/회차 당,강찬, 연재,판타지,"6,059",10.0,전체 180,전체 4,22.12.30,20장
내가 키운 캐릭터로 레벨업,#게임#레이드#깽판#먼치킨#시스템#영웅/신화#성장#검사#만능,판시아,전체이용가,100원/회차 당,김동혁,완결,판타지,901.7만,9.5,전체 344,"전체 3,778",22.12.30,0장
첫사랑과 임신을,#현대로맨스#오해물#재회물#피폐물#짝사랑#첫사랑#까칠남#나쁜남자#상처남#오만남#순진녀#순정녀#후회녀#상처녀#기억상실,연담,15세이용가,100원/회차 당,계바비,완결,로맨스,242.7만,9.0,전체 70,전체 918,22.12.30,0장
악으로 깡으로 버티는 성기사 생활,#정통,JHSBOOKS,전체이용가,100원/회차 당,전민석,완결,판타지,"4,471",9.0,전체 185,전체 1,22.12.30,25장
삼국지 : 손견의 아들이 되었다,#대체역사#삼국지,JHSBOOKS,전체이용가,100원/회차 당,메이키,완결,판타지,4.7만,5.5,전체 204,전체 39,22.12.30,24장
