title,keywords,publisher,users,price,author,ing,genre,viewCount,score,uploaded,reviewCount,date,free_info
규격 외 대마법사의 환생,#정통#환생#전쟁#생존#마법사#먼치킨,코핀커뮤니케이션즈,전체이용가,100원/회차 당,이세계사장,완결,판타지,1.8만,10.0,전체 217,전체 2,24.03.22,25장
쉬운 상사놈,#몸정>맘정#츤데레남#오피스물#후회남#소유욕/독점욕,툰플러스,15세이용가,100원/회차 당,말랑한두부,완결,로맨스,3.1만,9.8,전체 79,전체 15,24.03.22,6장
불건전한 사내 부부 생활 [19세 완전판],#현대로맨스#정략결혼#오해물#재회물#첫사랑#능력남#계략남#다정남#유혹남#후회남#짝사랑남#순정남#다정녀#상처녀#외유내강,코핀커뮤니케이션즈,19세이용가,100원/회차 당,로즈페이퍼,완결,로맨스,10만,10.0,전체 95,전체 18,24.03.22,4장
역대 최강의 영주님,#정통#복수#검사#영지#노력#성장#회귀,JHSBOOKS,전체이용가,100원/회차 당,이정표,완결,판타지,"9,482",10.0,전체 175,전체 3,24.03.21,25장
야경의 기사단과 파수꾼 탑,#정통#전쟁#이종족,JHSBOOKS,전체이용가,100원/회차 당,유민재,완결,판타지,935,완결,전체 176,전체 0,24.03.21,25장
음반제작은 내가 잘함,#전문직#천재#매니저#성장,JHSBOOKS,전체이용가,100원/회차 당,17도,완결,현판,"5,297",9.6,전체 153,전체 0,24.03.21,25장
신라의 공주로 살아남는 법,#동양풍#궁정로맨스#차원이동#왕족/귀족#삼각관계#능력녀#능력남#다정남,엠스토리허브,전체이용가,100원/회차 당,채원,완결,로맨스,"3,057",10.0,전체 214,전체 1,24.03.21,4장
두 번째 부부 사이,#현대로맨스#타임슬립#오해물#재회물#첫사랑#다정남#소유욕/독점욕#재벌남#집착남#직진남#능력녀#무심녀#사이다녀#상처녀,에피루스,15세이용가,100원/회차 당,은빈,완결,로맨스,"3,917",완결,전체 90,전체 1,24.03.21,3장
깡패말고 음악할겁니다,#빙의#천재,알에스미디어,전체이용가,100원/회차 당,김장인,완결,현판,"8,912",10.0,전체 234,전체 3,24.03.21,25장
엑스트라 마법사,#먼치킨#마법사,원스토어북스,전체이용가,100원/회차 당,옴뮈,완결,판타지,"4,525",9.3,전체 147,전체 1,24.03.21,25장
초씨세가 시한부가 살아남는 법,#먼치킨,원스토어북스,전체이용가,100원/회차 당,망원,완결,무협,"5,084",7.7,전체 200,전체 0,24.03.21,25장
최애의 최애고양이로 살면 [BL],#현대물#연예계물#조직/암흑가#성장물#집착공#다정공#순정공#능력수#까칠수#신분차이#힐링물#연하공#일상물,코핀커뮤니케이션즈,15세이용가,100원/회차 당,레콩,완결,BL,"2,593",10.0,전체 120,전체 9,24.03.21,3장
무림진격,#정통#성장#검#왕족/귀족#먼치킨#객잔무협,contentshera,전체이용가,100원/회차 당,홍정표,월~금 연재,무협,"2,451",월~금 연재,전체 214,전체 0,24.03.21,25장
유성검가의 망나니로 살아남는 법,#게임#빙의#먼치킨#영웅/신화#성장#노력#고인물#검사,스토리튠즈,전체이용가,100원/회차 당,Equipment,매일 연재,판타지,203.6만,9.2,전체 180,전체 901,24.03.20,10장
게임 속 흑기사가 되었다,#차원이동#빙의#검사#성장,JHSBOOKS,전체이용가,100원/회차 당,휴헤,완결,판타지,1.8만,10.0,전체 214,전체 245,24.03.20,25장
아포칼립스 속 사령술사,#생존#아포칼립스#시스템#성장,JHSBOOKS,전체이용가,100원/회차 당,클랜시스,완결,현판,2.3만,9.7,전체 218,전체 10,24.03.20,25장
표정 읽는 재벌 형사 ,#전문직#환생#천재#경찰#조력자#형사,JHSBOOKS,전체이용가,100원/회차 당,탱솔,완결,현판,2.6만,10.0,전체 200,전체 1,24.03.20,25장
천재 기타리스트가 세계를 찢음,#천재#노력#성장#가수,JHSBOOKS,전체이용가,100원/회차 당,산일(山日),완결,현판,1.5만,8.2,전체 203,전체 4,24.03.20,25장
십자군의 왕이 되었다,#대체역사#성장#시스템#전쟁#왕족/귀족,JHSBOOKS,전체이용가,100원/회차 당,민초냥이,완결,판타지,"7,252",10.0,전체 215,전체 7,24.03.20,25장
조선의 혁명을 위하여,#대체역사#환생#실존인물#성장#노력#정치가,문피아,전체이용가,100원/회차 당,매검향,완결,판타지,2만,9.6,전체 103,전체 8,24.03.20,24장
밴드 해고 후 음악 천재,#가수#천재#노력#성장,문피아,전체이용가,100원/회차 당,랏쏘,완결,현판,7.2만,9.9,전체 236,전체 10,24.03.20,25장
아포칼립스 나 홀로 농사꾼,#아포칼립스#생존#먹방/요리#대장장이/생산직#영지#성장,문피아,전체이용가,100원/회차 당,신화필,완결,판타지,4.6만,9.5,전체 151,전체 8,24.03.20,25장
이혼 전 무한 캐시백 당첨,#경영/기업#복수#재벌#회사원,문피아,전체이용가,100원/회차 당,닥훈,완결,현판,32.7만,9.6,전체 323,전체 76,24.03.20,23장
임신 욕망 [19세 완전판],#로맨스판타지#오해물#막장#첫사랑#상처남#소유욕/독점욕#카리스마남#절륜남#순정녀#후회녀#상처녀#금단의관계#집착남,에이템포미디어,19세이용가,100원/회차 당,표희서,완결,로판,113.7만,9.6,전체 136,전체 527,24.03.20,0장
모방에서 창조까지 하는 에이전트,#전문직#매니저#회사원#천재,도서출판 청어람,전체이용가,100원/회차 당,킹묵,완결,현판,"9,265",완결,전체 316,전체 13,24.03.20,25장
찢겨버린 하녀를 위하여,#로맨스판타지#복수물#영혼체인지#능글남#능력남#유혹남#절륜남#무심남#오만남#능력녀#순진녀#다정녀#순정녀#상처녀,키다리스튜디오,15세이용가,100원/회차 당,차람,완결,로판,"1,641",10.0,전체 132,전체 0,24.03.20,3장
슛 포 러브(Shoot For Love)[개정판],#현대물#연예계물#스포츠물#다정공#순정공#존댓말공#대형견공#미인공#능력수#다정수#달달물#로맨틱코미디#일상물,피크로맨틱,전체이용가,100원/회차 당,김피디,완결,BL,"3,501",10.0,전체 111,전체 11,24.03.20,3장
페인킬러(Painkillers),#현대로맨스#캠퍼스물#권선징악#재회물#정략결혼#몸정>맘정#애잔물,텐북,15세이용가,100원/회차 당,마지은,완결,로맨스,"7,697",완결,전체 139,전체 0,24.03.20,3장
빙의 후 셀럽 예언가가 되었습니다,#로맨스판타지#성장물#빙의물#영혼체인지#우연한만남#까칠남#왕족/귀족#카리스마남#능력남#엉뚱발랄녀#걸크러쉬#순진녀#계약관계#신분차이#쌍방삽질,작가컴퍼니,전체이용가,100원/회차 당,시럽추, 연재,로판,932,10.0,전체 169,전체 0,24.03.20,5장
무림에서 작가로 사는 법,#퓨전#하렘#빙의#먼치킨,노벨피아,전체이용가,100원/회차 당,백수경,완결,무협,"7,513",5.3,전체 235,전체 2,24.03.20,15장
포에버 짝사랑,#현대로맨스#재회물#원나잇#짝사랑#첫사랑#운명#상처남#후회남#냉정남#상처녀#짝사랑녀#오래된연인#친구>연인#잔잔물,라미북스,15세이용가,100원/회차 당,정소라, 연재,로맨스,769,10.0,전체 30,전체 1,24.03.19,1장
그 계약은 무효입니다 [19세 완전판],#계약관계#라이벌/앙숙#궁정로맨스#피폐물#왕족/귀족#소유욕/독점욕#집착남#오만남#능력녀#외유내강#걸크러쉬#뇌섹녀,디앤씨미디어,19세이용가,100원/회차 당,신양이,완결,로판,2.2만,10.0,전체 199,전체 9,24.03.19,2장
두 번 사는 축구천재,#스포츠#환생#천재#축구#성장,JHSBOOKS,전체이용가,100원/회차 당,역작s,완결,현판,1.5만,4.0,전체 185,전체 2,24.03.19,25장
개발천재는 고민중,#전문직#경영/기업#회귀#노력#조력자#천재,JHSBOOKS,전체이용가,100원/회차 당,어리,완결,현판,"3,866",10.0,전체 150,전체 2,24.03.19,25장
"천재 기계공, 마도왕이 되다",#마법사#노력#성장#전쟁,JHSBOOKS,전체이용가,100원/회차 당,나니자까,완결,판타지,1.1만,10.0,전체 254,전체 5,24.03.19,25장
약빨로 천재 검사,#전문직#복수#천재#법조인,JHSBOOKS,전체이용가,100원/회차 당,글덕배,완결,현판,4.5만,10.0,전체 310,전체 3,24.03.19,25장
1만 년 늦은 용사 소환,#차원이동#용사#시스템#먼치킨#성장,JHSBOOKS,전체이용가,100원/회차 당,가늴,완결,판타지,"4,767",9.3,전체 225,전체 3,24.03.19,25장
농사짓는 드루이드,#먹방/요리#노력,JHSBOOKS,전체이용가,100원/회차 당,가온하루,수~일 연재,현판,20.7만,9.6,전체 190,전체 90,24.03.19,25장
그 남자의 사냥법,#현대로맨스#전문직물#원나잇#우연한만남#능글남#운동선수#능력남#집착남#직진남#능력녀#철벽녀#로맨틱코미디,스튜디오예스원,15세이용가,100원/회차 당,임애랑,완결,로맨스,2.2만,10.0,전체 77,전체 9,24.03.19,4장
재벌집 천재 감독,#방송#경영/기업#재벌#PD/감독,JHSBOOKS,전체이용가,100원/회차 당,산경,완결,현판,6.8만,9.9,전체 200,전체 66,24.03.19,25장
피디 만렙 찍고 방송작가로 다시 시작합니다,#빙의#성장,contentshera,전체이용가,100원/회차 당,곰작,완결,현판,"6,271",4.9,전체 200,전체 34,24.03.19,25장
전귀무적,#선계#퓨전#먼치킨#천재#깽판#복수#망나니#검#낭인,라이크노벨,전체이용가,100원/회차 당,로운,완결,무협,25만,8.3,전체 190,전체 132,24.03.18,10장
[GL] 전갈의 시간 (개정판),#조직/암흑가#복수물#피폐물#능력녀#걸크러쉬#계략녀#직진녀#뇌섹녀#재벌녀#다정녀#냉정녀#나이차커플#삼각관계#애잔물#권선징악,조아라,15세이용가,100원/회차 당,홍조,완결,로맨스,637,10.0,전체 112,전체 0,24.03.18,4장
멕시코 제국 황태자가 되었다,#대체역사#빙의#전쟁#깽판#먼치킨#영지#정치가#실존인물#군인,문피아,전체이용가,100원/회차 당,폭우(暴雨),월~금 연재,판타지,8.8만,9.7,전체 219,전체 102,24.03.18,25장
3회차 타자는 조용히 살 수 없다,#스포츠#회귀#천재#노력#성장#고인물#야구,문피아,전체이용가,100원/회차 당,처음N,완결,현판,12만,9.3,전체 225,전체 28,24.03.18,25장
연기파 천재작가는 회귀가 필요없다,#학원#천재#성장#작가#배우#학생#재벌#노력#방송,문피아,전체이용가,100원/회차 당,테르치,완결,현판,6.1만,9.7,전체 200,전체 42,24.03.18,23장
마법학교 천재의 환상은 현실이 된다,#빙의#성장#천재#망나니#마법사#학원,알에스미디어,전체이용가,100원/회차 당,자은,월~금 연재,판타지,58.6만,9.6,전체 170,전체 475,24.03.18,10장
종말급 귀환자는 재앙을 먹는다,#차원이동#귀환#먼치킨#검사#포식/흡수#이능력#군인#만능#크툴루,인타임,전체이용가,100원/회차 당,귀한,월~금 연재,판타지,284.8만,9.7,전체 170,"전체 2,775",24.03.18,10장
게임 마인드의 중세 현대인,#빙의#깽판#영지#망나니#왕족/귀족#정치가#시스템#게임,문피아,전체이용가,100원/회차 당,하드폭발,월~금 연재,판타지,8.4만,9.7,전체 266,전체 263,24.03.18,25장
드래곤 레어 옆에 여관을 차렸다,#먼치킨#귀환,제이플미디어,전체이용가,100원/회차 당,빈수박,매일 연재,판타지,76.9만,9.7,전체 204,전체 547,24.03.18,15장
내 회귀에 빌런은 없다,#복수#회귀#노력#성장#법조인#재벌#회사원,kwbooks,전체이용가,100원/회차 당,1인5역,완결,현판,39만,9.8,전체 202,전체 113,24.03.18,25장
발칙한 중전마마,#동양풍#퓨전사극#궁정로맨스#빙의물#능력녀#능력남#카리스마남,엠스토리허브,15세이용가,100원/회차 당,귀연,완결,로맨스,21만,9.9,전체 130,전체 233,24.03.18,5장
삼국지 원소가 되었다,#대체역사#삼국지#빙의#전쟁,코핀커뮤니케이션즈,전체이용가,100원/회차 당,설은하수,완결,판타지,7.9만,6.1,전체 200,전체 42,24.03.18,25장
남주가 멸망시킬 나라의 왕녀로 환생해버렸다,#로맨스판타지#다정남#상처남#능력남#능력녀#걸크러쉬#뇌섹녀#권선징악,키다리스튜디오,전체이용가,100원/회차 당,박희진,완결,로판,"2,681",10.0,전체 137,전체 0,24.03.18,5장
던전크래프팅,#회귀,현나라,전체이용가,100원/회차 당,테서스, 연재,판타지,"4,001",7.5,전체 188,전체 5,24.03.17,10장
흑막의 시한부 딸인데요,#로맨스판타지#육아물#성장물#다정남#사차원남,키다리스튜디오,전체이용가,100원/회차 당,목이아픈기린, 연재,로판,15.9만,10.0,전체 166,전체 308,24.03.17,3장
아저씨가 저를 좋아하는 것 같아요,#현대물#캠퍼스물#능글공#다정공#미남공#헌신공#다정수#외유내강수#까칠수#상처수#나이차커플,키다리스튜디오,15세이용가,100원/회차 당,얼음먼지,완결,BL,23.9만,9.4,전체 103,전체 239,24.03.17,0장
아저씨가 저를 좋아하는 것 같아요 [19세 완전판],#현대물#캠퍼스물#다정공#능글공#헌신공#미남공#까칠수#외유내강수#다정수#상처수#나이차커플,키다리스튜디오,19세이용가,100원/회차 당,얼음먼지,완결,BL,26.1만,9.9,전체 108,전체 347,24.03.17,0장
"어서오세요, 힐링식당입니다",#요리사#시스템#성장#먼치킨#경영/기업,로크미디어,전체이용가,100원/회차 당,봉공(鳳公),월~금 연재,현판,318.3만,9.1,전체 166,"전체 1,812",24.03.16,20장
금손 아기님이 전부 다 고침!,#로맨스판타지#육아물#회귀물#가족물#상처남#상처녀#계약관계#치유물#힐링물,연담,전체이용가,100원/회차 당,하이마이디어,수~일 연재,로판,560.9만,9.5,전체 174,"전체 2,705",24.03.16,0장
나를 길들인 짐승,#친구>연인#재회물#현대로맨스,북팔,15세이용가,100원/회차 당,트랑코,완결,로맨스,722,완결,전체 86,전체 0,24.03.16,5장
핏빛 로맨스,#미스테리#생존#재벌,잇스토리,15세이용가,100원/회차 당,그루잠,완결,현판,295,10.0,전체 59,전체 5,24.03.15,5장
20년만에 괴물 배우로 복귀했습니다,#방송#천재#노력#성장#배우#작가,문피아,전체이용가,100원/회차 당,유현s,완결,현판,9만,9.8,전체 156,전체 31,24.03.15,26장
이혼한 재벌 사위는 역대급 재벌,#전문직#경영/기업#복수#회귀#AI#천재#조력자#재벌#회사원,문피아,전체이용가,100원/회차 당,크로추장,완결,현판,6.9만,9.7,전체 231,전체 6,24.03.15,25장
천재 신입사원 버거왕이 되다,#경영/기업#육아#회귀#천재#노력#성장#재벌#회사원,문피아,전체이용가,100원/회차 당,야근의신,완결,현판,3.8만,10.0,전체 209,전체 7,24.03.15,25장
내 마력이 안 줄어듦,#먼치킨#시스템#천재#노력#성장#마검사,문피아,전체이용가,100원/회차 당,긍정론적,완결,판타지,17.8만,9.1,전체 192,전체 110,24.03.15,25장
아주 작은 방울 [19세 완전판],#현대로맨스#재회물#첫사랑#다정남#순정남#짝사랑남#계략남#애교녀#나이차커플,와이엠북스,19세이용가,100원/회차 당,서경,완결,로맨스,3.1만,10.0,전체 93,전체 10,24.03.15,3장
경기당 1.12골의 괴물 스트라이커가 되었다.,#스포츠#천재#성장#축구#노력#시스템#먼치킨#회귀#생존,kwbooks,전체이용가,100원/회차 당,산타클라스,완결,현판,11.2만,7.7,전체 200,전체 20,24.03.15,25장
숨만 쉬어도 탑아이돌,#전문직#회귀#시스템#방송#가수#노력#성장,에이템포미디어,전체이용가,100원/회차 당,두등장,매일 연재,현판,7.4만,9.7,전체 72,전체 81,24.03.15,25장
뱀의 파각,#현대로맨스#동거물#베이비메신저#재회물#금단의관계#계략남#나쁜남자#재벌남#능력남#유혹남#순정녀#순진녀#상처녀,리플린,15세이용가,100원/회차 당,비향,완결,로맨스,51.6만,9.8,전체 69,전체 286,24.03.15,0장
뱀의 파각 [19세 완전판],#현대로맨스#동거물#재회물#베이비메신저#금단의관계#계략남#유혹남#나쁜남자#능력남#재벌남#상처녀#순정녀#순진녀,리플린,19세이용가,100원/회차 당,비향,완결,로맨스,36.6만,9.7,전체 72,전체 527,24.03.15,0장
남편의 정부에게 고백받았습니다,#로맨스판타지#여주판타지#회귀물,코핀커뮤니케이션즈,전체이용가,100원/회차 당,Yuwn,완결,로판,"1,969",10.0,전체 110,전체 2,24.03.15,5장
잘못 끼운 사랑,#현대로맨스#오해물#사내연애#갑을관계#소유욕/독점욕#재벌남#계략남#집착남#후회남#상처녀#순진녀,텐북,15세이용가,100원/회차 당,leda,완결,로맨스,"9,112",10.0,전체 93,전체 2,24.03.15,4장
연애가 필요한 순간,#능력남#직진남#다정남#상처남#사이다녀#직진녀#잔잔물,스토리위즈,전체이용가,100원/회차 당,복희씨,완결,로맨스,186,완결,전체 14,전체 0,24.03.15,2장
나도 몰랐던 내 남편입니다,#로맨틱코미디#직진남#계략남#능력남#순정녀#동거물,툰플러스,15세이용가,100원/회차 당,백딸기,완결,로맨스,1.4만,10.0,전체 82,전체 0,24.03.15,4장
빵 굽는 공녀님,#능력남#걸크러쉬#엉뚱발랄녀#힐링물#오래된연인#친구>연인#왕족/귀족#성장물#먼치킨#로맨스판타지,우신출판사,전체이용가,100원/회차 당,상큼버터바,완결,로판,"3,146",10.0,전체 144,전체 1,24.03.15,5장
온 세상이 사랑하는 미술 천재,#환생#천재#먼치킨,에이시스미디어,전체이용가,100원/회차 당,자메이카 다람쥐,완결,현판,2.8만,10.0,전체 200,전체 9,24.03.15,10장
언더 독의 세상 아우르기,#SF#크툴루#작가#시스템,HAKSANNOVEL,전체이용가,100원/회차 당,Exatto,"월, 화, 수 연재",현판,2.3만,8.6,전체 431,전체 16,24.03.15,27장
겨울의 불청객 [19세 완전판],#현대로맨스#동거물#나이차커플#재벌남#절륜남#동정남#존댓말남#순진녀,플로린,19세이용가,100원/회차 당,임은성,완결,로맨스,"7,399",10.0,전체 36,전체 3,24.03.15,1장
다시 사는 재벌가 망나니,#재벌,로크미디어,전체이용가,100원/회차 당,맹물사탕,완결,현판,4.4만,9.7,전체 925,전체 0,24.03.15,26장
두 번째 왕후,#동양풍#궁정로맨스#왕족/귀족#복수물#정략결혼#소유욕/독점욕#철벽남#계략남#카리스마남#능력남#존댓말남#순진녀#능력녀#철벽녀#상처녀,가하,15세이용가,100원/회차 당,이리리,완결,로맨스,"6,353",10.0,전체 252,전체 31,24.03.14,6장
한반도 역사를 위대하게,#대체역사#전쟁#깽판#실존인물#군인#회귀,문피아,전체이용가,100원/회차 당,연군,완결,판타지,1.6만,9.9,전체 161,전체 9,24.03.14,25장
인조가 선조만큼 런을 잘 침,#대체역사#전쟁#빙의#깽판#왕족/귀족#실존인물#정치가,문피아,전체이용가,100원/회차 당,Poket7,완결,판타지,1.7만,9.6,전체 170,전체 16,24.03.14,25장
논검무적,#퓨전#환생#깽판#방송#먼치킨#아티팩트#천재#노력#성장#플레이어#지존,문피아,전체이용가,100원/회차 당,요비,완결,무협,"8,949",8.8,전체 201,전체 3,24.03.14,25장
400억 로또에 당첨됐다,#경영/기업#천재#노력#성장#재벌#회사원,문피아,전체이용가,100원/회차 당,김종혁,완결,현판,4.2만,8.9,전체 176,전체 9,24.03.14,25장
대충 찍은 너튜브 영상이 대박나 있었다,#방송#육아#먹방/요리#노력#성장#요리사,인타임,전체이용가,100원/회차 당,앱솔,완결,현판,5.2만,9.5,전체 200,전체 24,24.03.14,25장
최애에게 죽음을!,#빙의#조력자,contentshera,전체이용가,100원/회차 당,하봉식,완결,현판,2.2만,9.8,전체 100,전체 6,24.03.14,10장
제왕귀환기,#퓨전#귀환#환생#천재#노력#성장#조력자#지존#낭인#협객,고렘팩토리,전체이용가,100원/회차 당,은하은,월~금 연재,무협,95.3만,9.6,전체 170,전체 339,24.03.13,10장
우리 용사는 뭐함?,#정통#빙의#용사#성장#고인물,HAKSANNOVEL,전체이용가,100원/회차 당,김단풍,월~금 연재,판타지,59.9만,9.7,전체 178,전체 886,24.03.13,10장
올 마스터는 쉬고 싶다,#천재#성장#마법사#마검사#왕족/귀족#힐러#정령#먼치킨#학원#환생#노력,kwbooks,전체이용가,100원/회차 당,청송(靑松),월~금 연재,판타지,93.9만,9.6,전체 157,전체 714,24.03.13,10장
왜 이렇게 잘해서 [19세 완전판],#현대로맨스#사내연애#원나잇#몸정>맘정#능글남#재벌남#계략남#절륜남#직진남#능력녀#평범녀#상처녀#순진녀#삼각관계#권선징악,와이엠북스,19세이용가,100원/회차 당,로즈페이퍼,완결,로맨스,6.6만,10.0,전체 42,전체 14,24.03.13,3장
짐꾼에서 S급 힐러가 된다,#환생#회귀#먼치킨#영웅/신화,노벨피아,전체이용가,100원/회차 당,윤실장,완결,현판,1.5만,6.2,전체 128,전체 4,24.03.13,15장
현령무적,#정통#지존,에필로그,전체이용가,100원/회차 당,자우,완결,무협,"9,139",10.0,전체 150,전체 0,24.03.12,25장
[BL] 플레이어로 살아남는 방법 (외전) [19세 완전판],#달달물#짝사랑#첫사랑#성장물#오해물#재회물#가상시대물,BLYNUE블리뉴,19세이용가,100원/회차 당,샴록,완결,BL,875,10.0,전체 9,전체 1,24.03.12,0장
다크 페더스,#성장#복수#귀환#이능력,도서출판 청어람,전체이용가,100원/회차 당,국수먹을래,완결,판타지,"2,019",7.8,전체 205,전체 0,24.03.12,25장
절대외공,#정통#성장#먼치킨#검,도서출판 청어람,전체이용가,100원/회차 당,김대산,완결,무협,1.6만,10.0,전체 250,전체 0,24.03.12,25장
"1905 회귀재벌, 천조국 정벌기",#대체역사#회귀,도서출판 청어람,전체이용가,100원/회차 당,이령,완결,판타지,4.8만,3.3,전체 362,전체 14,24.03.12,25장
코리아 호돈신,#스포츠#성장#먼치킨#시스템#축구,도서출판 청어람,전체이용가,100원/회차 당,고다아바,완결,현판,4.4만,5.0,전체 140,전체 4,24.03.12,25장
"공작님, 아드님은 제가 책임지겠습니다",#로맨스판타지#육아물#차원이동물#초월적존재#까칠남#상처녀,엠스토리허브,전체이용가,100원/회차 당,재이니아,완결,로판,"3,005",완결,전체 131,전체 0,24.03.12,5장
번개 맞고 축신이 되었다,#스포츠#먼치킨#천재#성장#노력#축구,kwbooks,전체이용가,100원/회차 당,버몬드,완결,현판,2.8만,6.0,전체 187,전체 16,24.03.12,24장
좀비 때문에 고백이 망했다,#SF/미래물#학원물#캠퍼스물#친구>연인#첫사랑#미남공#다정공#대형견공#능력공#외유내강수#능력수,스토리위즈,15세이용가,100원/회차 당,벨벳해머(AreYOUok),완결,BL,8.6만,9.2,전체 62,전체 142,24.03.12,3장
"돈봉투, 제가 한번 받아보겠습니다",#로맨스판타지#로맨틱코미디#왕족/귀족#동정남#가족물#계약관계#외유내강#능력녀#다정녀#달달물#능글남#직진남#계략남,kwbooks,전체이용가,100원/회차 당,밤은달,매일 연재,로판,351.3만,9.9,전체 178,"전체 2,593",24.03.12,0장
조선패왕 단종,#대체역사#빙의#영지#천재#왕족/귀족#실존인물,문피아,전체이용가,100원/회차 당,플로린,월~금 연재,판타지,4.8만,9.9,전체 242,전체 88,24.03.12,25장
시스템 버리고 재능폭발!,#스포츠#회귀#시스템#천재#노력#성장#야구,문피아,전체이용가,100원/회차 당,에필로거,완결,현판,3.7만,10.0,전체 175,전체 8,24.03.12,25장
네버마인드,#전문직#천재#고인물,문피아,전체이용가,100원/회차 당,간편한인생,완결,현판,6.4만,10.0,전체 250,전체 160,24.03.12,25장
미국 피지컬 천재의 이중생활,#학원#빙의#천재#노력#성장#학생#기타 스포츠#작가,문피아,전체이용가,100원/회차 당,용린龍鱗,월~금 연재,현판,3.4만,9.8,전체 195,전체 67,24.03.12,23장
망겜 특전 들고 갓겜 속으로,#게임#빙의#시스템#방송#먼치킨#생존#천재#이능력#탑등반#테이밍,문피아,전체이용가,100원/회차 당,coldpig,완결,판타지,5.8만,9.9,전체 256,전체 29,24.03.12,25장
"왕야, 당신도 중생?",#동양풍#복수물#암투물,태평,전체이용가,100원/회차 당,배영살수,완결,로맨스,13.5만,9.9,전체 246,전체 83,24.03.12,10장
헬 디펜더,#게임#생존#먼치킨#시스템#노력#성장,스튜디오오드리,15세이용가,100원/회차 당,잿빛눈,월~금 연재,판타지,10.3만,9.4,전체 175,전체 39,24.03.12,10장
걷기만 해도 조만장자,#재벌,포텐,전체이용가,100원/회차 당,하늘곰, 연재,현판,11.6만,8.9,전체 230,전체 68,24.03.12,26장
