title,keywords,publisher,users,price,author,ing,genre,viewCount,score,uploaded,reviewCount,date,free_info
그림자 [완결],#잔잔물#드라마#라이벌/앙숙#삼각관계#신분차이#후회녀#상처녀#원나잇#시월드#오해물#현대로맨스#재벌남#후회남#다정남,오렌지트랙,15세이용가,100원/회차 당,지유,완결,로맨스,1.2만,10.0,전체 51,전체 11,18.12.21,5장
티나의 결혼,#재회물#운명#순정남#능력남#절륜남#엉뚱발랄녀#털털녀#유혹녀#정략결혼,코핀커뮤니케이션즈,15세이용가,100원/회차 당,리리코스,완결,로맨스,1.7만,10.0,전체 42,전체 8,18.12.20,2장
"월하, 정인을 찾다",#첫사랑#상처남#순정남#능력남#동정남#직진녀#평범녀#뇌섹녀#금단의관계#신분차이#로맨틱코미디,코핀커뮤니케이션즈,전체이용가,100원/회차 당,김소한,완결,로맨스,2.5만,8.6,전체 79,전체 74,18.12.19,5장
나는 유격수다 [완결],#환생#회귀#먼치킨#시스템#야구#스포츠,제이플미디어,전체이용가,100원/회차 당,크림커피,완결,현판,652만,9.8,전체 326,"전체 3,679",18.12.19,20장
앨버트가의 영애는 몰락을 소망합니다,#로맨스판타지,서울미디어코믹스,15세이용가,400원/회차 당,사키,완결,로판,3.9만,9.9,전체 96,전체 67,18.12.17,2장
그자. 후에… [선공개],#정통#라이트노벨#하렘#먼치킨#천재#고인물#마법사#이능력#초능력#만능,소미미디어,15세이용가,100원/회차 당,나하토, 연재,판타지,78.7만,9.8,전체 367,"전체 1,538",18.12.16,3장
내 마법이 더 쎈데?[완결],#정통#천재#성장#환생#마법사#먼치킨,kwbooks,전체이용가,100원/회차 당,뫄뫄C,완결,판타지,261.4만,9.9,전체 202,"전체 2,296",18.12.14,27장
학사환생[완결],#정통#퓨전#마교#환생#성장#천재#검#지존,kwbooks,전체이용가,100원/회차 당,정석연재,완결,무협,239.5만,9.2,전체 170,"전체 1,320",18.12.14,27장
대군으로 살어리랏다,#대체역사#환생#성장,디앤씨미디어,전체이용가,100원/회차 당,구사,완결,판타지,837.6만,9.4,전체 365,"전체 6,473",18.12.12,28장
게임 관리자 모드,#레이드#게임#성장#먼치킨#시스템,에이시스미디어,전체이용가,100원/회차 당,건와,완결,판타지,338.5만,9.7,전체 217,"전체 2,543",18.12.12,10장
딥블루 프론티어 [완결],#미스테리#생존,판오름,전체이용가,100원/회차 당,율무,완결,현판,2.3만,9.8,전체 203,전체 40,18.12.12,30장
보여줘 [외전 선공개],#현대로맨스#원나잇#다정남#직진남#동정남#순진녀#친구>연인#달달물,코핀커뮤니케이션즈,15세이용가,100원/회차 당,빛날다,완결,로맨스,21.4만,10.0,전체 24,전체 98,18.12.11,2장
역대급 재능으로 환생 [완결],#환생#왕족/귀족#먼치킨,제이플미디어,전체이용가,100원/회차 당,산신령,완결,판타지,477.9만,9.6,전체 200,"전체 2,989",18.12.11,15장
뜨거웠던 우리 [단독선공개],#사내연애#순정남#오피스물#재회물#다정남#까칠녀#상처녀,제이플미디어,15세이용가,100원/회차 당,휘나,완결,로맨스,361.3만,9.9,전체 85,"전체 5,814",18.12.07,2장
내공이 너무 많아,#먼치킨#성장,디앤씨미디어,전체이용가,100원/회차 당,김형규,완결,무협,577.2만,9.8,전체 277,"전체 2,867",18.12.07,15장
악당들의 빌런 [완결],#먼치킨#깽판,제이플미디어,15세이용가,100원/회차 당,GGAMMAN,완결,판타지,73.9만,9.7,전체 232,"전체 1,000",18.12.07,25장
튜토리얼 오류로 최강 [완결],#먼치킨#레이드#아포칼립스,제이플미디어,전체이용가,100원/회차 당,북극펭귄,완결,판타지,"1,343.1만",9.1,전체 244,"전체 5,770",18.12.07,10장
아르카나 마법도서관 [연재],#마법사#빙의#성장,판오름,전체이용가,100원/회차 당,커틀피쉬,완결,판타지,270.5만,9.8,전체 843,"전체 4,600",18.12.07,37장
최강 레벨 1,#레이드#복수#귀환#깽판#먼치킨#시스템#천재#노력#성장#아티팩트#만능,판시아,전체이용가,100원/회차 당,김동혁,완결,판타지,"1,260.9만",9.3,전체 293,전체 1.5만,18.12.06,10장
애동과의 로맨스(개정판) [완결],#차원이동물#운명#능력남#직진남#절륜남#순정남#동정남#존댓말남#대형견남#연하남#평범녀#다정녀#달달물,에이템포미디어,15세이용가,100원/회차 당,탁경,완결,로맨스,1.3만,10.0,전체 114,전체 19,18.12.06,6장
왕후장상[완결],#정통#생존#천재#노력#성장#고인물#정파#사파#낭인#책사#상인#객잔무협,kwbooks,전체이용가,100원/회차 당,전혁,완결,무협,165.9만,9.3,전체 183,전체 684,18.12.05,20장
삼국지 유봉전 : 계한의 부흥[완결],#전쟁#먼치킨#시스템#회귀#삼국지,kwbooks,전체이용가,100원/회차 당,은수랑,완결,판타지,361.6만,9.6,전체 362,"전체 2,749",18.12.04,25장
그가 들어왔다 [외전 선공개],#현대로맨스#오해물#까칠남#후회남#능력남#순정녀#상처녀,코핀커뮤니케이션즈,15세이용가,100원/회차 당,빛날다,완결,로맨스,25.4만,9.8,전체 30,전체 103,18.11.28,2장
운명이라 그래요,#현대로맨스#전문직물#운명#다정남#능력남#존댓말남#직진남#능력녀#다정녀#달달물,코핀커뮤니케이션즈,15세이용가,100원/회차 당,라임별,완결,로맨스,"5,909",10.0,전체 41,전체 0,18.11.28,5장
레전드 플레이어의 귀환 [완결],#방송#게임,제이플미디어,전체이용가,100원/회차 당,비수(飛秀),완결,판타지,271.1만,8.5,전체 175,"전체 2,074",18.11.27,15장
귀환한 나는 백수가 되었다,#먼치킨#하렘#귀환,디앤씨미디어,전체이용가,100원/회차 당,한태승,완결,현판,9.5만,8.9,전체 350,전체 33,18.11.23,25장
별들의 별[연재],#방송#노력#천재#배우#가수,kwbooks,전체이용가,100원/회차 당,한태민,완결,현판,278만,9.6,전체 170,"전체 1,330",18.11.23,20장
Re: Final Boss(리: 파이널 보스),#게임#차원이동#귀환#회귀#먼치킨#창,제이플미디어,전체이용가,100원/회차 당,으적,"월, 수, 금 연재",판타지,742.7만,9.8,전체 517,"전체 9,200",18.11.23,15장
탐나는 결혼,#현대로맨스#다정남#소유욕/독점욕#능력남#유혹남#절륜남#직진남#계략남#외유내강#다정녀#정략결혼#달달물#힐링물#권선징악,리케,15세이용가,100원/회차 당,백화(百花),완결,로맨스,657.4만,9.8,전체 82,"전체 4,151",18.11.21,2장
바람둥이 파파 [단독선공개],#로맨틱코미디#동거물#속도위반#신데렐라#상처남#유혹남#원나잇#계약관계#순진녀#육아물,제이플미디어,15세이용가,100원/회차 당,휘나,완결,로맨스,20.9만,10.0,전체 94,전체 219,18.11.20,5장
공작가의 마마보이[완결],#영지#천재#착각#성장#복수#육아#왕족/귀족#망나니,kwbooks,전체이용가,100원/회차 당,가랑,완결,판타지,54.7만,9.6,전체 281,전체 916,18.11.20,26장
천라신조,#퓨전#성좌#천재#노력#조력자#정파,로크미디어,전체이용가,100원/회차 당,태규,완결,무협,524.4만,9.8,전체 274,"전체 3,575",18.11.19,20장
생명력 Max! [완결],#먼치킨,제이플미디어,전체이용가,100원/회차 당,반오십,완결,판타지,660.2만,9.0,전체 207,"전체 3,417",18.11.19,10장
회귀로 대박난 헌터[완결],#회귀#성장#생존#이능력#영웅/신화#노력#먼치킨,kwbooks,전체이용가,100원/회차 당,레테라투,완결,판타지,177.5만,9.0,전체 154,"전체 1,311",18.11.16,32장
너는 나의 숨이다 [완결],#달달물#능력녀#상처녀#연예계물#현대로맨스,제이플미디어,15세이용가,100원/회차 당,율희,완결,로맨스,9.1만,10.0,전체 103,전체 68,18.11.15,5장
내 디딤발이 360°,#스포츠#축구#회귀#성장#전문직,디앤씨미디어,전체이용가,100원/회차 당,Decapoet,완결,현판,374.8만,9.6,전체 242,"전체 1,808",18.11.14,19장
칠봉이는 게임중[완결],#깽판#회귀,kwbooks,전체이용가,100원/회차 당,몽팬,완결,판타지,166.3만,9.2,전체 152,"전체 2,023",18.11.13,20장
"쉿, 팬님 이러시면 안 돼요 [단독 선공개]",#현대로맨스#연예계물#첫사랑#능글남#다정남#순정남#평범녀#로맨틱코미디,코핀커뮤니케이션즈,15세이용가,100원/회차 당,다온향,완결,로맨스,186.8만,9.9,전체 84,"전체 2,545",18.11.12,2장
현세귀환록[완결],#귀환#복수#생존#천재#노력#성장#이능력,kwbooks,전체이용가,100원/회차 당,아르케,완결,판타지,141.1만,9.5,전체 203,전체 799,18.11.10,20장
나만 1회차[완결],#차원이동#천재#성장#고인물#회귀#먼치킨#시스템#만능,kwbooks,전체이용가,100원/회차 당,플래터,완결,판타지,742.9만,9.9,전체 200,"전체 6,032",18.11.07,20장
언데드 마스터 [완결],#네크로맨서#게임#먼치킨#시스템#성장#환생,제우미디어,전체이용가,100원/회차 당,쿨치킨,완결,판타지,205.4만,9.4,전체 218,"전체 2,037",18.11.05,25장
이계의 포탈,#환생#먼치킨,디앤씨미디어,전체이용가,100원/회차 당,카르마이,완결,현판,61.5만,8.0,전체 250,전체 545,18.11.05,15장
VVIP 유료템으로 캐리한다 [완결],#왕족/귀족#게임#차원이동#먼치킨,제이플미디어,전체이용가,100원/회차 당,르호벤,완결,판타지,112.6만,9.1,전체 170,전체 962,18.11.02,15장
왕좌의 전쟁[완결],#복수#왕족/귀족#회귀,kwbooks,전체이용가,100원/회차 당,키르슈,완결,판타지,111.4만,9.5,전체 350,"전체 1,356",18.10.31,25장
사랑에 무너지다 [외전 선공개],#현대로맨스#연예계물#사이다녀#달달물#로맨틱코미디#힐링물,코핀커뮤니케이션즈,15세이용가,100원/회차 당,예거,완결,로맨스,16.7만,10.0,전체 84,전체 84,18.10.31,5장
사상 최강의 오빠,#천재#레이드#귀환#아포칼립스#학원#노력,kwbooks,전체이용가,100원/회차 당,간조,완결,판타지,"1,730.7만",9.8,전체 461,전체 1.3만,18.10.27,20장
국혼전야,#궁정로맨스#계략남#집착남#엉뚱발랄녀#순정녀#신분차이#권선징악,엠스토리허브,전체이용가,100원/회차 당,원종,완결,로맨스,35.2만,10.0,전체 147,전체 344,18.10.25,15장
진홍의 카르마,#로맨스판타지#회귀물#능력남#상처남#능력녀#역하렘#걸크러쉬#사이다녀#군대물,엠스토리허브,전체이용가,100원/회차 당,레몬개구리,완결,로판,187.2만,10.0,전체 160,"전체 3,105",18.10.25,10장
게으른 탑스타[완결],#방송#천재#성장#재벌#배우,kwbooks,전체이용가,100원/회차 당,진산하,완결,현판,90만,9.7,전체 126,전체 785,18.10.25,34장
저의 신이 호구라서 곤란합니다,#로맨스판타지#영혼체인지#빙의물#차원이동#다정남#계략남#능력녀#걸크러쉬#사이다녀#삼각관계#권선징악,코핀커뮤니케이션즈,전체이용가,100원/회차 당,퍼플레몬,완결,로판,32.7만,9.9,전체 122,전체 901,18.10.25,5장
책사 이만호: 1894-1944[완결],#대체역사#성장#환생#생존#전쟁,kwbooks,전체이용가,100원/회차 당,현이(賢異),완결,판타지,44.6만,8.9,전체 240,전체 679,18.10.22,35장
플레누스,#로맨스판타지#궁정로맨스#차원이동물#환생물#첫사랑#친구>연인#순정남#다정남#카리스마남#능력남#짝사랑남#능력녀#철벽녀#성장물#철벽남,가하,전체이용가,100원/회차 당,양효진,완결,로판,478만,9.9,전체 177,전체 1만,18.10.22,5장
풍사전기[완결],#정통#먼치킨#천재#노력#성장#천마#정파#명문세가#검#권#협객,로크미디어,전체이용가,100원/회차 당,태규,완결,무협,257만,9.6,전체 240,전체 796,18.10.19,18장
널 잡아먹겠다 [단독 선공개],#궁정로맨스#가상시대물#상처남#왕족/귀족#연하남#카리스마남#능력남#나이차커플#로맨틱코미디,코핀커뮤니케이션즈,15세이용가,100원/회차 당,효진,완결,로맨스,53.6만,9.8,전체 93,"전체 3,882",18.10.18,5장
눈 떠보니 엑스트라,#착각#아티팩트#영웅/신화#노력#고인물#격투가#생존#귀환#깽판#빙의#포식/흡수#먼치킨#시스템#용병,kwbooks,전체이용가,100원/회차 당,이어랑,완결,판타지,254.9만,9.4,전체 240,"전체 3,056",18.10.18,19장
맛깔나게 만들어드려요![완결],#전문직#경영/기업#요리사#천재#노력,kwbooks,전체이용가,100원/회차 당,얕은,완결,현판,88.3만,9.4,전체 173,전체 674,18.10.16,30장
몬스터를 길들이는 방법 [완결],#테이밍#이종족,제이플미디어,전체이용가,100원/회차 당,쿠크디스,완결,판타지,662.6만,9.9,전체 377,"전체 7,345",18.10.15,20장
백작가의 망나니가 되었다,#차원이동#전쟁#생존#빙의#육아#영지#성장#착각#조력자#검사#마법사#망나니#왕족/귀족#이종족#네크로맨서,청어람,전체이용가,100원/회차 당,유려한,"월, 수, 금 연재",판타지,1.7억,10.0,"전체 1,116",전체 30.9만,18.10.15,0장
공작의 구애를 대하는 자세 [단독선공개],#사이다녀#빙의물#능력남#걸크러쉬#오해물#로맨스판타지,제이플미디어,15세이용가,100원/회차 당,Yuwn,완결,로판,200.7만,7.9,전체 133,"전체 3,319",18.10.13,3장
"지옥왕, 귀환하다[완결]",#게임#시스템#먼치킨#귀환#마왕,kwbooks,전체이용가,100원/회차 당,묵종,완결,판타지,481.7만,9.8,전체 217,"전체 3,743",18.10.12,29장
개과천선 스트라이커[완결],#스포츠#전문직#깽판#회귀#먼치킨#천재#노력#성장#축구,kwbooks,전체이용가,100원/회차 당,산타클라스,완결,현판,106.3만,9.8,전체 211,"전체 1,019",18.10.11,26장
귀신잡고 폭렙업 [완결],#복수#생존#빙의#먼치킨#검사#만능,팀오쉬,15세이용가,100원/회차 당,흰백작,완결,판타지,35.9만,9.7,전체 166,전체 305,18.10.10,25장
마나가 닳지 않아 [완결],#이능력#먼치킨#성장#복수,kwbooks,전체이용가,100원/회차 당,렉슈,완결,판타지,559.1만,8.7,전체 251,"전체 2,519",18.10.08,27장
알고 보니 천마 지존 [완결],#무공#천마#조력자#먼치킨#깽판#레이드#영웅/신화,제이플미디어,전체이용가,100원/회차 당,푸만두,완결,판타지,313.6만,9.3,전체 227,"전체 1,670",18.10.08,25장
탱킹학개론[완결],#게임#천재#성장#고인물#귀환#먼치킨#용사#용병,kwbooks,전체이용가,100원/회차 당,공유,완결,판타지,894.3만,9.8,전체 270,"전체 5,422",18.10.05,20장
레벨업하는 저승차사 [완결],#미스테리,판오름,전체이용가,100원/회차 당,오반석,매일 연재,현판,4.2만,8.8,전체 285,전체 48,18.10.05,25장
검술 하나로 2회차,#정통#전쟁#깽판#회귀#먼치킨#영지#천재#성장#고인물#검사,판시아,전체이용가,100원/회차 당,제로섬,완결,판타지,313.5만,9.6,전체 191,"전체 7,095",18.10.02,15장
99만 전생이 날 도와줘,#레이드#성장#고인물#환생#마법사#격투가#정령술사#마검사#생존#깽판#이능력#먼치킨#시스템#군인#만능,스토리위즈,전체이용가,100원/회차 당,침략자,완결,판타지,754.2만,9.4,전체 263,"전체 5,300",18.10.02,25장
언론의 신[완결],#전문직#회귀#먼치킨#회사원,kwbooks,전체이용가,100원/회차 당,최정상,완결,현판,57.2만,9.8,전체 145,전체 604,18.09.27,27장
디아블로 씨는 조용히 살고 싶어[완결],#영지,현나라,전체이용가,100원/회차 당,감귤좋아,완결,판타지,12.1만,9.5,전체 134,전체 353,18.09.23,20장
전남편이 나타났다 [완결],#계약관계#상처녀#오해물#재회물#사내연애#현대로맨스#재벌남#후회남#오피스물,제이플미디어,15세이용가,100원/회차 당,테레자,완결,로맨스,66.2만,9.3,전체 74,전체 557,18.09.21,5장
재벌보다 톱스타,#환생#천재#노력#가수#배우,kwbooks,전체이용가,100원/회차 당,태산을,완결,현판,"1,474.4만",9.6,전체 404,"전체 7,596",18.09.21,19장
톱스타가 대수냐[완결],#복수#회귀,kwbooks,전체이용가,100원/회차 당,신우神佑,완결,현판,104.2만,9.7,전체 174,전체 978,18.09.21,24장
포획당하다 [단독 선공개],#현대로맨스#오해물#재회물#첫사랑#소유욕/독점욕#능력남#계략남#외유내강#평범녀#계약관계,코핀커뮤니케이션즈,15세이용가,100원/회차 당,윤하정,완결,로맨스,12만,9.7,전체 54,전체 29,18.09.20,3장
