title,keywords,publisher,users,price,author,ing,genre,viewCount,score,uploaded,reviewCount,date,free_info
참 마스터,#복수#독,포텐,전체이용가,100원/회차 당,눈매,완결,판타지,1.2만,9.0,전체 150,전체 3,22.04.06,25장
배덕한 관계,#현대로맨스#소유욕/독점욕#절륜남#직진남#권선징악,툰플러스,15세이용가,100원/회차 당,실이아,완결,로맨스,129.2만,9.5,전체 79,"전체 5,133",22.04.06,0장
늑대 저택의 사랑받는 새아가,#로맨스판타지#회귀물#수인물#소꿉친구#치유물,필연매니지먼트,전체이용가,100원/회차 당,김노랑,완결,로판,490.5만,9.7,전체 187,"전체 4,233",22.04.06,0장
세상에 나쁜 용사는 없다,#차원이동#성장#마왕#용사#마계,에이시스미디어,전체이용가,100원/회차 당,한소,완결,판타지,9만,9.9,전체 273,전체 290,22.04.06,25장
광녀중생,#궁정로맨스#해외로맨스#동양풍#회귀물#능력녀,청야,15세이용가,100원/회차 당,홍과과,완결,로맨스,8.1만,9.6,전체 462,전체 5,22.04.06,15장
[BL]테크니컬 타임아웃,#BL#캠퍼스물#성장물#스포츠물#짝사랑#운동선수#달달물,온글미디어,15세이용가,100원/회차 당,이쪼꼬,완결,BL,2.7만,9.9,전체 125,전체 35,22.04.05,3장
선악과는 달콤했다,#현대로맨스#원나잇#몸정>맘정#소유욕/독점욕#재벌남#후회남#능력남#유혹남#절륜남#집착남#직진남#평범녀#순정녀#후회녀#상처녀,조은세상,15세이용가,100원/회차 당,설파랑,완결,로맨스,"3,946",10.0,전체 42,전체 4,22.04.05,3장
우리 동네 성당엔 마신이 산다,#차원이동#깽판#마계#신,엠스토리허브,전체이용가,100원/회차 당,임준후,완결,판타지,131.4만,9.7,전체 450,"전체 1,488",22.04.05,15장
[BL] 카페 점장 수난기,#차원이동물#빙의물#오해물#짝사랑공#다정공#서브공있음#능력수#무심수#현대물,엠스토리허브,15세이용가,100원/회차 당,파란섬,완결,BL,"5,453",10.0,전체 61,전체 2,22.04.05,3장
수상한 문과장,#현대로맨스#사내연애#오피스물#직진남#로맨틱코미디#재벌남,알에스미디어,15세이용가,100원/회차 당,벚꽃그리고,완결,로맨스,25.8만,10.0,전체 176,"전체 1,146",22.04.05,5장
오빠 집으로 가자,#현대로맨스#동거물#재벌남#나이차커플#로맨틱코미디,신영미디어,15세이용가,100원/회차 당,킴쓰컴퍼니,완결,로맨스,46만,10.0,전체 95,"전체 1,328",22.04.05,3장
과거를 보는 고생물학자 [완결],#전문직#회귀,문피아,전체이용가,100원/회차 당,박윤진,완결,현판,32.7만,9.4,전체 473,전체 311,22.04.05,26장
무한도 [완결],#회귀#소림,문피아,전체이용가,100원/회차 당,원하,완결,무협,12.6만,7.3,전체 252,전체 62,22.04.05,25장
