title,keywords,publisher,users,price,author,ing,genre,viewCount,score,uploaded,reviewCount,date,free_info
나의 조안나,#현대로맨스#전문직물#까칠남#소유욕/독점욕#냉정남#무심남#능력녀#계략녀#직진녀#재벌녀#애교녀#유혹녀#계약관계#갑을관계#신분차이,코핀커뮤니케이션즈,15세이용가,100원/회차 당,라임별,완결,로맨스,"2,035",완결,전체 27,전체 0,18.09.04,2장
마법무림,#차원이동#먼치킨#성장#생존#마법사,디앤씨미디어,전체이용가,100원/회차 당,엽사,완결,판타지,156만,9.7,전체 300,"전체 1,025",18.09.04,15장
다시 태어난 베토벤,#전문직#환생#먼치킨#천재#성장#조력자#방송,kwbooks,전체이용가,100원/회차 당,우진,완결,현판,"4,741.5만",9.9,전체 670,전체 6.1만,18.09.03,21장
차원종결자[완결],#레이드#복수#노력#먼치킨,kwbooks,전체이용가,100원/회차 당,소월,완결,판타지,235.8만,9.0,전체 220,"전체 1,499",18.08.31,25장
황제의 서: 유럽 정복기 [완결],#대체역사#환생,Arete,전체이용가,100원/회차 당,이강민,완결,판타지,11.2만,7.8,전체 377,전체 136,18.08.31,26장
인큐버스의 모형 정원[BL],#다정공,키다리스튜디오,15세이용가,100원/회차 당,만능강아지,완결,BL,1.6만,10.0,전체 30,전체 46,18.08.30,3장
마계군주,#마법사#먼치킨#마검사#성장#복수#정령술사,디앤씨미디어,15세이용가,100원/회차 당,엽사,완결,판타지,765.1만,9.7,전체 371,"전체 2,790",18.08.24,20장
마선신룡,#먼치킨#귀환#복수,디앤씨미디어,전체이용가,100원/회차 당,묘수,완결,무협,560만,9.0,전체 400,"전체 1,472",18.08.24,15장
나만 아는 게임 속[완결],#먼치킨,현나라,전체이용가,100원/회차 당,PICKTION,완결,판타지,8.1만,9.5,전체 101,전체 390,18.08.23,20장
메타모포시스: SS급 신체변형자[완결],#차원이동#성장#생존#이능력,kwbooks,전체이용가,100원/회차 당,워리천,완결,판타지,688.9만,9.2,전체 179,"전체 5,464",18.08.23,15장
어떻게 파티에 사람 새끼가 한 명도 없냐[1부 완결],#차원이동,현나라,전체이용가,100원/회차 당,무적냥냥이,완결,판타지,51.9만,9.8,전체 110,"전체 1,238",18.08.23,20장
킬 더 히어로,#천재#시스템#영웅/신화#생존#독#초능력#고인물#복수#게임#회귀,kwbooks,전체이용가,100원/회차 당,디다트,완결,판타지,864.9만,9.8,전체 213,"전체 5,754",18.08.22,28장
마객,#먼치킨,디앤씨미디어,전체이용가,100원/회차 당,천봉,완결,무협,336.3만,9.3,전체 200,"전체 1,001",18.08.22,15장
올 오브 미 [외전 선공개],#현대로맨스#오해물#첫사랑#상처남#재벌남#능력남#집착남#능력녀#외유내강#힐링물,코핀커뮤니케이션즈,15세이용가,100원/회차 당,루아,완결,로맨스,20.1만,9.9,전체 55,전체 100,18.08.22,5장
도시정연,#현대로맨스#재회물#첫사랑#운명#상처남#순정남#후회남#능력남#짝사랑남#집착남#직진남#외유내강#후회녀#상처녀#힐링물,코핀커뮤니케이션즈,15세이용가,100원/회차 당,배정숙,완결,로맨스,19.5만,9.9,전체 99,전체 163,18.08.21,6장
건달의 제국[완결],#귀환#성장#생존#회귀#먼치킨,kwbooks,15세이용가,100원/회차 당,유헌화,완결,현판,25.4만,7.2,전체 142,전체 343,18.08.20,21장
마탄의 연금술사[완결],#게임#천재,현나라,전체이용가,100원/회차 당,제울,완결,판타지,74.7만,9.1,전체 207,"전체 1,131",18.08.20,20장
고리,#신파#드라마#기억상실#상처녀#타임슬립#현대로맨스#미스터리#운명#트라우마#순정남,시즈닝북스,15세이용가,100원/회차 당,글가애,완결,로맨스,"6,503",10.0,전체 58,전체 11,18.08.20,3장
강화빨로 씹어먹기[완결],#착각#성장#깽판#만능#전쟁#시스템#차원이동,kwbooks,전체이용가,100원/회차 당,속기,완결,판타지,79.7만,8.7,전체 151,전체 612,18.08.17,20장
모란은 시들지 않아,#능력남#오만남#걸크러쉬#철벽녀#갑을관계#나쁜남자,가하,15세이용가,100원/회차 당,신서록,완결,로판,138.5만,10.0,전체 167,"전체 2,939",18.08.17,1장
삼국지: 유비환생전,#실존인물#왕족/귀족#삼국지#대체역사#환생#성장,제우미디어,전체이용가,100원/회차 당,인더정글,완결,판타지,159.1만,9.3,전체 208,"전체 1,511",18.08.16,26장
아빠의 조건+정체불명 그 녀석,#현대로맨스#사내연애#동거물#까칠남#상처남#연하남#재벌남#동정남#능력녀#평범녀#털털녀#갑을관계#신분차이#로맨틱코미디#힐링물,코핀커뮤니케이션즈,15세이용가,100원/회차 당,은호,완결,로맨스,22.6만,9.8,전체 132,전체 181,18.08.16,10장
이세계에서 디저트를 만드는 법,#회귀물#빙의물,제이플미디어,전체이용가,100원/회차 당,타별,완결,로판,524.7만,8.9,전체 209,"전체 7,336",18.08.14,2장
아발론의 여왕,#로맨스판타지#성장물#영혼체인지#빙의물#다정남#순정남#계략남#외유내강,코핀커뮤니케이션즈,전체이용가,100원/회차 당,로시원, 연재,로판,18.8만,9.5,전체 138,전체 486,18.08.13,5장
폐급인 척했던 학교생활 [연재],#전쟁#먼치킨#성장,코핀커뮤니케이션즈,전체이용가,100원/회차 당,샌드페어리,완결,현판,524.3만,9.8,전체 234,"전체 6,135",18.08.13,20장
싱크로율-소울 앤 드래곤[완결],#게임#마법사#마검사#시스템#만능#이종족,kwbooks,전체이용가,100원/회차 당,하늘사막,완결,판타지,238.1만,9.2,전체 199,"전체 1,944",18.08.13,20장
오빠를 사랑해 [외전 선공개],#현대로맨스#오해물#재회물#첫사랑#후회남#능력남#철벽남#엉뚱발랄녀#순정녀#짝사랑녀,코핀커뮤니케이션즈,전체이용가,100원/회차 당,이주안,완결,로맨스,8.9만,8.4,전체 67,전체 80,18.08.13,3장
낚시로 레벨업하는 플레이어[완결],#게임#차원이동#천재#먼치킨#시스템#먹방/요리,kwbooks,전체이용가,100원/회차 당,필각,완결,판타지,"1,568만",9.9,전체 361,전체 1.7만,18.08.10,20장
어쩌다 톱스타[완결],#전문직#천재#노력#성장#배우,kwbooks,전체이용가,100원/회차 당,고광(高光),완결,현판,232.4만,9.7,전체 211,"전체 2,039",18.08.10,27장
블러디 러스트 [BL/15세 개정판],#판타지물#현대물#서양풍#후회공#집착공#연하공#미인공#계략공#순진수#냉혈공#환생물,서울미디어코믹스,15세이용가,100원/회차 당,"이드,엑저",완결,BL,4.6만,10.0,전체 162,전체 24,18.08.10,4장
몰입_깊이 빠져들다,#현대로맨스#법조계#상처남#소유욕/독점욕#재벌남#카리스마남#집착남#능력녀#도도녀#상처녀#삼각관계,코핀커뮤니케이션즈,15세이용가,100원/회차 당,은호,완결,로맨스,18.9만,9.8,전체 51,전체 166,18.08.09,7장
레벨업하는 천만배우[완결],#회귀#배우#성장#노력#시스템#조력자,kwbooks,전체이용가,100원/회차 당,에바트리체,완결,현판,263.9만,9.6,전체 211,"전체 1,736",18.08.08,19장
웨딩 파트너 [단독 선공개],#현대로맨스#까칠남#상처남#재벌남#능력녀#사이다녀#계약관계#갑을관계#맞선관계#라이벌/앙숙,코핀커뮤니케이션즈,전체이용가,100원/회차 당,정수현,완결,로맨스,6.4만,8.9,전체 46,전체 37,18.08.07,4장
밥도둑 약선요리왕,#전문직#경영/기업#먹방/요리#요리사,문피아,전체이용가,100원/회차 당,가프,완결,현판,"1,239.8만",9.4,전체 375,전체 1.2만,18.07.30,16장
무한질주 - 음속의 마법사 [완결],#마법사#성장#망나니#노력#정통,판오름,전체이용가,100원/회차 당,박상현,완결,판타지,2.1만,9.2,전체 172,전체 30,18.08.02,26장
박수무당 백처용[완결],#전문직#성장#조력자#환생,kwbooks,전체이용가,100원/회차 당,백아,완결,현판,319.2만,9.9,전체 179,"전체 3,760",18.08.01,20장
끝없이 진화하는 남자,#게임#이능력,디앤씨미디어,전체이용가,100원/회차 당,들마루,완결,판타지,187.7만,9.3,전체 250,전체 861,18.07.30,15장
구천구검,#정통#퓨전#복수#전쟁#먼치킨#영웅/신화#천재#노력#성장#도사#정파#사파#술법#검#협객,데일리북스,전체이용가,100원/회차 당,조진행,완결,무협,3.8억,6.5,"전체 1,525",전체 26.9만,18.07.27,23장
책 보고 가라 [완결],#회귀,제이플미디어,전체이용가,100원/회차 당,윤백현,완결,현판,350.3만,9.8,전체 226,"전체 3,506",18.07.26,20장
마왕의 표국,#먼치킨,디앤씨미디어,전체이용가,100원/회차 당,천봉,완결,무협,17만,8.2,전체 200,전체 135,18.07.26,20장
황좌의 게임[완결],#환생#먼치킨#회귀#이능력,스토리위즈,전체이용가,100원/회차 당,브라키오,완결,판타지,11.5만,9.3,전체 177,전체 177,18.07.26,30장
초특급 결계사[완결],#레이드#착각#성장#만능#전쟁#시스템#노력,kwbooks,전체이용가,100원/회차 당,아피로,완결,판타지,53.5만,8.9,전체 150,전체 389,18.07.24,25장
변호인 강태훈,#회사원#전문직#회귀,로크미디어,전체이용가,100원/회차 당,박민규,완결,현판,272.9만,9.7,전체 249,"전체 1,943",18.07.24,20장
조상 덕에 영주 합니다만 [완결],#왕족/귀족#영지#환생#성장,제이플미디어,전체이용가,100원/회차 당,회오리감자,완결,판타지,435.8만,9.5,전체 237,"전체 3,791",18.07.23,10장
좀비가 날 물지 않아,#좀비#미스테리#생존#아포칼립스#SF#성장#조력자,판시아,15세이용가,100원/회차 당,The eun,완결,현판,853.3만,9.6,전체 299,전체 2.5만,18.07.20,15장
영웅의 튜토리얼[완결],#정통#성장#정령술사#이능력#먼치킨#정령,kwbooks,전체이용가,100원/회차 당,그린동화,완결,판타지,235.8만,9.6,전체 213,"전체 2,471",18.07.19,20장
아이 엠 어 프로듀서 [완결],#감독/스카우터#PD/감독#전문직#방송#노력#성장,판오름,전체이용가,100원/회차 당,앵거스,완결,현판,4만,8.9,전체 250,전체 35,18.07.17,25장
마왕님은 걸그룹[완결],#전문직#빙의#방송#마계#노력#가수,kwbooks,전체이용가,100원/회차 당,오수정,완결,현판,189.6만,9.8,전체 191,"전체 3,070",18.07.12,29장
나 혼자만 무한 스킬 [완결],#먼치킨#성장#레이드,제이플미디어,전체이용가,100원/회차 당,맘스토치,완결,판타지,703.8만,9.3,전체 249,"전체 3,863",18.07.11,15장
책만 보고 먼치킨 [완결],#영웅/신화#귀환#먼치킨,제이플미디어,전체이용가,100원/회차 당,긴아,완결,판타지,65.9만,6.8,전체 160,전체 817,18.07.11,25장
던전을 만든 신이 보인다,#레이드#먼치킨#성장#시스템,에이시스미디어,전체이용가,100원/회차 당,웨우,완결,판타지,539.7만,9.6,전체 246,"전체 3,668",18.07.09,15장
클리어 확률 제로[완결],#게임#차원이동#천재#레이드#성장#고인물#검사#노력#먼치킨,kwbooks,전체이용가,100원/회차 당,대문호,완결,판타지,263.5만,9.7,전체 267,"전체 3,238",18.07.06,27장
소셜 네트워킹 스타[완결],#배우#가수,현나라,전체이용가,100원/회차 당,RUT,완결,현판,67.7만,9.3,전체 559,전체 552,18.07.05,20장
나 혼자 리스타트! [완결],#게임#차원이동#천재#성장#복수#고인물#검사#시스템#회귀#생존#레이드,kwbooks,전체이용가,100원/회차 당,아르케,완결,판타지,168.4만,9.3,전체 166,"전체 1,357",18.07.03,24장
만 년 만에 귀환한 플레이어,#하렘#귀환#차원이동#마계#먼치킨#마왕#착각,kwbooks,전체이용가,100원/회차 당,나비계곡,완결,판타지,2.2억,9.8,전체 787,전체 18.6만,18.07.03,0장
"그 남자, 처음, 로맨틱 [삽화본 선공개]",#현대로맨스#사내연애#상처남#후회남#능력녀#상처녀#로맨틱코미디,코핀커뮤니케이션즈,15세이용가,100원/회차 당,이보나,완결,로맨스,112.9만,9.8,전체 40,"전체 4,577",18.07.03,3장
나태한 소드마스터[완결],#차원이동#환생#만능#먼치킨#검사,kwbooks,전체이용가,100원/회차 당,초록차,완결,판타지,774.8만,9.7,전체 252,"전체 5,196",18.07.02,20장
경험치가 계속 올라[완결],#천재#성장#레이드#전쟁#차원이동#먼치킨#생존,kwbooks,전체이용가,100원/회차 당,호종이,완결,판타지,567.2만,9.5,전체 240,"전체 3,389",18.07.02,23장
막내 황녀님,#로맨스판타지#육아물#환생물#가족물#힐링물#존댓말남#조신남#직진남#다정남#능력녀#뇌섹녀#사이다녀#걸크러쉬#갑을관계#신분차이,넥스트 프로덕션,전체이용가,100원/회차 당,사하,완결,로판,"8,547.9만",10.0,전체 268,전체 8.3만,18.06.30,1장
SSS급 소환능력자 [완결],#이능력#포식/흡수#먼치킨,제이플미디어,전체이용가,100원/회차 당,청명,완결,판타지,"1,597.2만",9.4,전체 203,전체 1.2만,18.06.28,15장
물고기 약사[완결],#메디컬#전문직#의사,kwbooks,전체이용가,100원/회차 당,잠든고래,완결,현판,12.6만,9.8,전체 200,전체 581,18.06.27,25장
고려의 활 솔롱고[완결],#대체역사#천재#전쟁#영웅/신화#군인#궁사,kwbooks,전체이용가,100원/회차 당,역이기,완결,판타지,41만,9.6,전체 171,전체 349,18.06.26,25장
LV999의 마을사람 [선공개],#만능#게임#라이트노벨#천재#노력#성장#먼치킨#고인물,소미미디어,15세이용가,100원/회차 당,호시츠키 코네코,완결,판타지,52.7만,9.9,전체 329,"전체 1,095",18.06.24,5장
가짜 군주[완결],#대체역사#천재#성장#영웅/신화#군인,kwbooks,전체이용가,100원/회차 당,역이기,완결,판타지,52.3만,9.9,전체 158,전체 447,18.06.22,24장
사상 최강의 에이전트[완결],#스포츠#전문직#시스템#감독/스카우터#야구,kwbooks,전체이용가,100원/회차 당,Walther,완결,현판,268.1만,9.8,전체 249,"전체 1,666",18.06.22,22장
못된 친구,#현대로맨스,romantique,15세이용가,100원/회차 당,연민정(레드퀸),완결,로맨스,2.6만,10.0,전체 26,전체 10,18.06.22,2장
더 클로저:Final Boss[완결],#스포츠#야구#먼치킨#천재#성장#노력,kwbooks,전체이용가,100원/회차 당,Walther,완결,현판,61.7만,9.7,전체 175,전체 317,18.06.20,27장
주먹쓰는 사제님[연재],#라이트노벨,현나라,전체이용가,100원/회차 당,시나모모, 연재,판타지,20.1만,9.8,전체 123,전체 743,18.06.19,20장
빠담 빠담 빠담,#현대로맨스#다정남#능력남#직진남#도도녀#재벌녀#까칠녀#짝사랑녀#삼각관계#잔잔물,코핀커뮤니케이션즈,전체이용가,100원/회차 당,아일라,완결,로맨스,20만,9.9,전체 85,전체 255,18.06.19,5장
의도치 않게 내 던전이 최악의 던전이 되어간다[완결],#착각#라이트노벨,현나라,전체이용가,100원/회차 당,방근,완결,판타지,327.2만,9.8,전체 170,"전체 4,322",18.06.15,20장
[BL] 불멸,#달달물#로맨틱코미디#잔잔물#드라마#계약관계#동거물#현대로맨스#BL#우연한만남,문샷,15세이용가,100원/회차 당,OWL,완결,BL,6.8만,10.0,전체 44,전체 107,18.06.14,3장
